person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
46,90279.0,MORTGAGE,6.0,PERSONAL,A,4883.0,,0.05,Y,3.0,0
47,83114.0,MORTGAGE,,MEDICAL,E,23401.0,18.51,0.28,N,12.0,1
45,110476.0,OTHER,10.0,MEDICAL,G,32324.0,5.85,0.29,Y,24.0,0
46,37967.0,OWN,8.0,PERSONAL,G,18560.0,9.16,0.49,Y,24.0,0
61,33185.0,RENT,,DEBTCONSOLIDATION,B,20497.0,8.75,0.62,N,5.0,0
40,50492.0,RENT,,EDUCATION,B,33054.0,7.47,0.65,N,23.0,0
20,53027.0,OTHER,5.0,MEDICAL,B,25096.0,18.73,0.47,N,16.0,0
47,44594.0,OWN,,VENTURE,C,17857.0,,0.4,Y,11.0,0
34,97429.0,RENT,6.0,EDUCATION,A,29194.0,20.13,0.3,N,6.0,1
36,27754.0,RENT,3.0,VENTURE,F,3523.0,16.9,0.13,N,4.0,0
45,54507.0,RENT,1.0,PERSONAL,F,17281.0,15.24,0.32,N,18.0,1
39,80858.0,MORTGAGE,8.0,EDUCATION,F,27307.0,22.43,0.34,N,4.0,1
44,31512.0,MORTGAGE,10.0,HOMEIMPROVEMENT,C,17386.0,12.97,0.55,N,15.0,1
32,15811.0,OTHER,0.0,HOMEIMPROVEMENT,F,3348.0,18.45,0.21,Y,15.0,0
52,44459.0,OTHER,5.0,HOMEIMPROVEMENT,E,26180.0,,0.59,N,22.0,0
44,49442.0,RENT,9.0,PERSONAL,B,31188.0,19.6,0.63,N,26.0,0
27,36726.0,OWN,8.0,MEDICAL,C,5711.0,18.18,0.16,N,14.0,0
24,74757.0,OWN,9.0,PERSONAL,E,31328.0,11.08,0.42,N,17.0,0
25,86372.0,OTHER,9.0,HOMEIMPROVEMENT,D,5934.0,22.54,0.07,N,27.0,0
42,111694.0,OWN,1.0,MEDICAL,E,18821.0,21.04,0.17,N,23.0,0
49,118777.0,OWN,1.0,MEDICAL,E,621.0,19.34,0.01,N,13.0,0
33,19862.0,RENT,,DEBTCONSOLIDATION,A,13144.0,14.42,0.66,N,18.0,0
42,108340.0,RENT,8.0,PERSONAL,C,21955.0,15.38,0.2,N,20.0,0
30,119912.0,OWN,9.0,EDUCATION,C,33962.0,20.45,0.28,Y,25.0,0
50,93547.0,RENT,9.0,HOMEIMPROVEMENT,B,32794.0,,0.35,N,18.0,1
25,45107.0,OWN,8.0,HOMEIMPROVEMENT,E,26258.0,14.41,0.58,N,4.0,0
30,98080.0,OWN,3.0,EDUCATION,G,13732.0,11.25,0.14,N,8.0,1
32,24425.0,MORTGAGE,7.0,DEBTCONSOLIDATION,E,12697.0,14.41,0.52,N,17.0,0
31,44139.0,OWN,7.0,PERSONAL,E,29225.0,5.61,0.66,Y,14.0,0
21,43444.0,MORTGAGE,10.0,DEBTCONSOLIDATION,D,30936.0,20.97,0.71,N,24.0,0
54,80608.0,OTHER,1.0,MEDICAL,E,1365.0,,0.02,Y,16.0,0
55,10252.0,OWN,3.0,PERSONAL,E,8041.0,18.27,0.78,N,2.0,0
36,111168.0,OTHER,5.0,EDUCATION,G,17474.0,13.96,0.16,N,9.0,0
47,20208.0,RENT,3.0,HOMEIMPROVEMENT,G,26844.0,22.65,1.33,N,11.0,1
47,94151.0,MORTGAGE,6.0,HOMEIMPROVEMENT,D,18607.0,18.08,0.2,N,19.0,1
41,65585.0,OTHER,9.0,HOMEIMPROVEMENT,B,11949.0,22.99,0.18,N,2.0,0
57,92680.0,RENT,,MEDICAL,A,20392.0,23.05,0.22,Y,28.0,1
26,95206.0,OWN,4.0,DEBTCONSOLIDATION,B,15968.0,14.35,0.17,N,6.0,1
34,49069.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8811.0,20.98,0.18,N,4.0,0
51,66218.0,OWN,5.0,DEBTCONSOLIDATION,E,30708.0,,0.46,N,21.0,0
30,33218.0,OTHER,5.0,HOMEIMPROVEMENT,D,28893.0,9.21,0.87,N,24.0,0
43,43160.0,OWN,4.0,PERSONAL,F,27282.0,6.0,0.63,N,25.0,0
22,86819.0,RENT,5.0,DEBTCONSOLIDATION,G,6240.0,,0.07,N,4.0,0
49,54502.0,OTHER,4.0,MEDICAL,C,22789.0,18.08,0.42,N,22.0,0
25,35006.0,MORTGAGE,6.0,HOMEIMPROVEMENT,F,1641.0,9.04,0.05,N,3.0,0
21,109300.0,RENT,4.0,HOMEIMPROVEMENT,F,8836.0,15.92,0.08,N,7.0,0
33,49916.0,RENT,3.0,PERSONAL,B,18157.0,12.75,0.36,N,18.0,0
60,35667.0,MORTGAGE,10.0,PERSONAL,F,29004.0,19.29,0.81,N,3.0,0
37,100213.0,RENT,8.0,HOMEIMPROVEMENT,C,21057.0,20.91,0.21,N,15.0,0
63,86427.0,OTHER,4.0,MEDICAL,A,3514.0,14.82,0.04,Y,2.0,0
50,57688.0,OWN,5.0,HOMEIMPROVEMENT,E,29306.0,,0.51,N,23.0,1
32,90078.0,MORTGAGE,1.0,EDUCATION,D,26157.0,6.93,0.29,N,7.0,0
45,24414.0,MORTGAGE,0.0,PERSONAL,B,20292.0,,0.83,N,21.0,0
63,74624.0,OTHER,2.0,MEDICAL,E,31804.0,6.34,0.43,N,7.0,1
31,28564.0,OTHER,6.0,PERSONAL,C,15846.0,14.78,0.55,N,10.0,0
37,15316.0,MORTGAGE,0.0,EDUCATION,F,19044.0,,1.24,N,25.0,0
28,54056.0,MORTGAGE,0.0,EDUCATION,F,28765.0,,0.53,N,16.0,1
40,88295.0,MORTGAGE,7.0,VENTURE,A,25474.0,14.69,0.29,N,2.0,1
59,71028.0,MORTGAGE,2.0,PERSONAL,C,15040.0,19.77,0.21,N,22.0,1
62,38190.0,OTHER,1.0,PERSONAL,A,3595.0,5.44,0.09,N,20.0,1
43,71357.0,OWN,7.0,MEDICAL,A,1153.0,9.46,0.02,N,4.0,1
53,98353.0,MORTGAGE,,MEDICAL,B,970.0,17.45,0.01,N,26.0,0
27,52239.0,RENT,9.0,VENTURE,D,21643.0,9.4,0.41,N,26.0,0
63,46776.0,RENT,1.0,MEDICAL,A,1136.0,7.42,0.02,N,24.0,0
52,82909.0,RENT,9.0,EDUCATION,C,23522.0,,0.28,N,14.0,0
42,72938.0,OTHER,6.0,DEBTCONSOLIDATION,E,19502.0,,0.27,N,10.0,0
32,58110.0,MORTGAGE,6.0,PERSONAL,D,21943.0,8.61,0.38,N,23.0,1
33,58195.0,OTHER,9.0,HOMEIMPROVEMENT,B,32205.0,14.56,0.55,N,20.0,0
33,46054.0,RENT,5.0,VENTURE,F,32863.0,15.11,0.71,N,4.0,0
35,86409.0,OWN,0.0,HOMEIMPROVEMENT,F,33287.0,,0.39,N,11.0,0
57,112821.0,RENT,0.0,PERSONAL,G,8474.0,20.35,0.08,N,6.0,0
58,29012.0,MORTGAGE,10.0,VENTURE,E,13584.0,6.64,0.47,N,16.0,0
45,92458.0,OWN,10.0,DEBTCONSOLIDATION,A,6054.0,,0.07,N,17.0,0
45,89530.0,OWN,2.0,VENTURE,A,31662.0,10.6,0.35,N,6.0,0
20,28164.0,OWN,,VENTURE,A,5467.0,12.85,0.19,N,17.0,0
51,16605.0,RENT,,HOMEIMPROVEMENT,D,33512.0,,2.02,N,20.0,0
34,87254.0,OTHER,,DEBTCONSOLIDATION,G,11909.0,8.46,0.14,N,29.0,0
40,58109.0,RENT,10.0,MEDICAL,F,14127.0,17.96,0.24,N,7.0,0
37,45116.0,MORTGAGE,3.0,EDUCATION,A,30370.0,13.48,0.67,N,10.0,0
49,26145.0,OWN,8.0,VENTURE,E,4831.0,22.08,0.18,N,15.0,0
32,31791.0,OTHER,,EDUCATION,E,1509.0,11.53,0.05,N,17.0,0
43,26120.0,OTHER,6.0,VENTURE,G,34775.0,22.54,1.33,N,4.0,0
49,33553.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,34770.0,15.71,1.04,N,28.0,0
21,26362.0,MORTGAGE,3.0,EDUCATION,D,25561.0,9.86,0.97,N,10.0,0
38,111395.0,MORTGAGE,5.0,HOMEIMPROVEMENT,F,15433.0,5.73,0.14,N,10.0,0
63,49865.0,OWN,5.0,PERSONAL,C,29419.0,22.5,0.59,N,22.0,1
44,95482.0,OWN,6.0,EDUCATION,E,16501.0,17.52,0.17,Y,3.0,0
33,47849.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,34822.0,16.51,0.73,N,10.0,0
25,80437.0,OWN,5.0,MEDICAL,D,34924.0,,0.43,N,3.0,0
31,110608.0,RENT,0.0,HOMEIMPROVEMENT,C,31500.0,14.29,0.28,Y,8.0,0
39,118996.0,OTHER,2.0,MEDICAL,B,11165.0,5.52,0.09,N,17.0,0
42,12485.0,OWN,0.0,EDUCATION,E,25811.0,15.09,2.07,N,27.0,0
49,69789.0,OTHER,5.0,DEBTCONSOLIDATION,D,5498.0,,0.08,Y,5.0,0
49,108952.0,RENT,6.0,HOMEIMPROVEMENT,D,32278.0,16.62,0.3,N,11.0,0
57,20461.0,OWN,,MEDICAL,F,21092.0,5.83,1.03,N,11.0,0
49,67042.0,MORTGAGE,,MEDICAL,E,21333.0,,0.32,N,28.0,0
60,89548.0,MORTGAGE,2.0,MEDICAL,D,9499.0,19.37,0.11,N,3.0,1
49,40131.0,RENT,9.0,EDUCATION,E,28770.0,22.79,0.72,N,28.0,0
55,62967.0,RENT,8.0,MEDICAL,G,10236.0,9.25,0.16,N,28.0,0
53,114583.0,OWN,0.0,DEBTCONSOLIDATION,D,9974.0,10.41,0.09,N,15.0,0
35,19743.0,RENT,0.0,HOMEIMPROVEMENT,E,27726.0,10.44,1.4,N,11.0,0
43,39447.0,OTHER,6.0,DEBTCONSOLIDATION,D,16656.0,6.7,0.42,N,20.0,0
33,12632.0,MORTGAGE,,HOMEIMPROVEMENT,G,10547.0,18.88,0.83,N,23.0,0
45,34287.0,OWN,4.0,PERSONAL,A,14379.0,10.6,0.42,N,12.0,0
27,37108.0,RENT,4.0,MEDICAL,A,19184.0,13.29,0.52,N,13.0,0
33,75057.0,OTHER,4.0,PERSONAL,F,28186.0,14.99,0.38,N,27.0,0
50,109572.0,MORTGAGE,10.0,PERSONAL,C,22432.0,16.88,0.2,N,18.0,1
21,110077.0,MORTGAGE,10.0,MEDICAL,C,15462.0,14.54,0.14,N,8.0,1
23,54049.0,OWN,,PERSONAL,F,33730.0,7.3,0.62,N,12.0,0
20,82556.0,OWN,4.0,MEDICAL,F,10892.0,15.38,0.13,N,14.0,1
39,46395.0,OWN,1.0,VENTURE,E,19043.0,6.38,0.41,N,28.0,0
33,78084.0,OWN,0.0,DEBTCONSOLIDATION,F,15602.0,9.79,0.2,N,15.0,0
59,109854.0,RENT,4.0,VENTURE,F,4504.0,19.22,0.04,Y,18.0,1
44,28524.0,OWN,9.0,HOMEIMPROVEMENT,F,17325.0,11.72,0.61,N,12.0,0
44,48270.0,RENT,8.0,EDUCATION,A,9273.0,20.04,0.19,N,18.0,1
22,65160.0,OTHER,7.0,EDUCATION,C,28116.0,11.21,0.43,N,10.0,0
24,49190.0,OTHER,8.0,PERSONAL,E,4154.0,6.57,0.08,N,8.0,0
57,15846.0,MORTGAGE,2.0,VENTURE,D,5067.0,11.69,0.32,Y,19.0,0
45,95440.0,OTHER,1.0,VENTURE,A,34135.0,15.71,0.36,N,24.0,0
59,82661.0,OTHER,4.0,MEDICAL,F,18075.0,15.02,0.22,N,29.0,1
57,18812.0,OWN,6.0,PERSONAL,E,5875.0,20.56,0.31,N,4.0,0
57,80943.0,OWN,3.0,DEBTCONSOLIDATION,F,11397.0,17.72,0.14,N,23.0,1
23,107137.0,OWN,1.0,VENTURE,E,22517.0,13.21,0.21,N,25.0,0
26,14767.0,OTHER,8.0,VENTURE,B,26490.0,19.02,1.79,N,12.0,0
49,83898.0,OWN,5.0,MEDICAL,F,31257.0,8.29,0.37,N,26.0,1
49,32028.0,OWN,2.0,MEDICAL,G,25725.0,14.46,0.8,N,13.0,0
38,28803.0,OWN,,DEBTCONSOLIDATION,C,12769.0,,0.44,N,7.0,1
58,20971.0,OWN,10.0,PERSONAL,G,22588.0,,1.08,N,17.0,0
54,117912.0,RENT,0.0,MEDICAL,E,24028.0,11.16,0.2,N,2.0,0
59,90056.0,OWN,0.0,EDUCATION,E,10708.0,19.52,0.12,N,10.0,1
52,99597.0,OTHER,7.0,VENTURE,G,15237.0,,0.15,N,23.0,0
52,58559.0,OWN,10.0,EDUCATION,C,4679.0,21.56,0.08,N,27.0,1
33,109242.0,OWN,3.0,EDUCATION,B,1253.0,15.76,0.01,N,27.0,1
57,96850.0,RENT,8.0,VENTURE,C,20243.0,15.52,0.21,Y,27.0,0
29,65504.0,OWN,4.0,VENTURE,B,5551.0,23.09,0.08,N,9.0,0
47,74481.0,OWN,4.0,MEDICAL,B,27219.0,,0.37,N,14.0,0
33,73486.0,MORTGAGE,7.0,PERSONAL,A,25287.0,9.68,0.34,N,28.0,0
55,74840.0,OWN,6.0,VENTURE,A,28686.0,20.51,0.38,N,10.0,0
57,89208.0,OTHER,7.0,PERSONAL,E,3639.0,17.45,0.04,N,27.0,0
35,52991.0,MORTGAGE,3.0,VENTURE,E,8660.0,17.11,0.16,N,24.0,0
40,33995.0,MORTGAGE,,HOMEIMPROVEMENT,E,4310.0,20.64,0.13,N,4.0,1
47,34448.0,OTHER,9.0,EDUCATION,A,13798.0,22.06,0.4,N,3.0,0
52,105672.0,OTHER,1.0,EDUCATION,A,10094.0,15.89,0.1,N,5.0,0
25,41088.0,OWN,5.0,DEBTCONSOLIDATION,F,19091.0,,0.46,N,3.0,0
60,13177.0,OWN,6.0,MEDICAL,C,10670.0,10.19,0.81,Y,22.0,0
34,37347.0,OWN,5.0,MEDICAL,E,23737.0,21.02,0.64,N,29.0,1
63,25684.0,MORTGAGE,2.0,VENTURE,C,27438.0,8.05,1.07,N,27.0,1
22,31735.0,OTHER,2.0,VENTURE,C,13180.0,,0.42,N,7.0,0
62,15100.0,RENT,4.0,MEDICAL,A,2100.0,8.28,0.14,N,13.0,0
54,112100.0,RENT,6.0,DEBTCONSOLIDATION,F,24073.0,17.6,0.21,Y,23.0,1
33,29268.0,OWN,1.0,VENTURE,C,9677.0,17.26,0.33,N,10.0,0
21,52691.0,OTHER,,PERSONAL,A,7787.0,,0.15,N,4.0,0
48,93192.0,OWN,10.0,VENTURE,F,24734.0,12.37,0.27,N,3.0,1
23,89164.0,MORTGAGE,3.0,PERSONAL,A,16077.0,9.51,0.18,N,21.0,0
45,16407.0,MORTGAGE,,PERSONAL,A,17728.0,11.9,1.08,N,3.0,0
31,34054.0,RENT,7.0,EDUCATION,G,7763.0,17.83,0.23,N,19.0,0
21,50198.0,OTHER,2.0,HOMEIMPROVEMENT,D,14276.0,7.13,0.28,N,25.0,0
36,36532.0,OTHER,6.0,HOMEIMPROVEMENT,A,25690.0,6.91,0.7,Y,8.0,0
54,54447.0,MORTGAGE,9.0,HOMEIMPROVEMENT,E,5301.0,22.28,0.1,Y,29.0,0
29,105120.0,OTHER,2.0,EDUCATION,B,10643.0,6.95,0.1,N,22.0,1
41,93611.0,RENT,7.0,DEBTCONSOLIDATION,G,9587.0,22.56,0.1,N,17.0,0
60,38741.0,OWN,6.0,HOMEIMPROVEMENT,C,28325.0,,0.73,N,5.0,0
62,19449.0,OTHER,0.0,EDUCATION,E,1900.0,14.01,0.1,N,8.0,0
40,31557.0,OTHER,3.0,PERSONAL,A,9613.0,6.53,0.3,N,23.0,1
34,71609.0,RENT,6.0,DEBTCONSOLIDATION,G,19933.0,13.06,0.28,N,3.0,0
54,36659.0,RENT,,EDUCATION,E,12408.0,21.39,0.34,N,19.0,1
40,13905.0,OWN,,EDUCATION,E,12200.0,16.72,0.88,N,12.0,0
40,48814.0,RENT,4.0,HOMEIMPROVEMENT,E,29460.0,11.32,0.6,N,3.0,1
40,48848.0,MORTGAGE,2.0,PERSONAL,G,10951.0,14.08,0.22,N,20.0,1
63,104466.0,MORTGAGE,1.0,VENTURE,G,2526.0,16.25,0.02,N,18.0,0
51,86026.0,OWN,8.0,HOMEIMPROVEMENT,D,26551.0,9.69,0.31,Y,20.0,0
24,65308.0,OWN,9.0,DEBTCONSOLIDATION,F,30632.0,18.78,0.47,N,2.0,1
58,82220.0,OTHER,5.0,EDUCATION,B,11693.0,17.18,0.14,N,16.0,0
28,44872.0,MORTGAGE,9.0,PERSONAL,D,30477.0,17.06,0.68,Y,25.0,0
37,19376.0,MORTGAGE,0.0,EDUCATION,A,5273.0,19.05,0.27,N,28.0,1
40,108740.0,MORTGAGE,4.0,VENTURE,F,12108.0,18.52,0.11,N,4.0,1
27,57881.0,MORTGAGE,,MEDICAL,E,5854.0,14.75,0.1,Y,28.0,0
63,96245.0,RENT,6.0,DEBTCONSOLIDATION,B,31540.0,20.76,0.33,N,9.0,0
53,23118.0,MORTGAGE,7.0,DEBTCONSOLIDATION,E,20663.0,14.2,0.89,N,20.0,0
29,39888.0,OWN,4.0,PERSONAL,A,24323.0,11.36,0.61,N,9.0,0
60,104827.0,OTHER,,HOMEIMPROVEMENT,C,18298.0,10.5,0.17,N,11.0,1
43,57460.0,OTHER,,PERSONAL,C,5313.0,,0.09,Y,5.0,1
59,102511.0,OWN,9.0,EDUCATION,B,17263.0,,0.17,N,2.0,0
43,115312.0,MORTGAGE,,DEBTCONSOLIDATION,E,2215.0,,0.02,Y,19.0,1
51,67965.0,RENT,9.0,HOMEIMPROVEMENT,E,2165.0,19.79,0.03,N,2.0,0
52,38289.0,MORTGAGE,0.0,EDUCATION,G,24454.0,20.59,0.64,N,15.0,0
57,51594.0,MORTGAGE,,MEDICAL,E,16882.0,16.56,0.33,N,29.0,1
63,37588.0,OWN,1.0,HOMEIMPROVEMENT,C,34366.0,9.89,0.91,N,7.0,0
53,110979.0,OTHER,3.0,DEBTCONSOLIDATION,F,28596.0,9.0,0.26,N,5.0,0
30,65013.0,OTHER,9.0,MEDICAL,D,13584.0,,0.21,N,29.0,0
50,45108.0,OTHER,0.0,EDUCATION,C,18921.0,21.46,0.42,N,15.0,0
37,101521.0,OWN,3.0,HOMEIMPROVEMENT,E,33730.0,14.29,0.33,N,23.0,0
42,46584.0,RENT,5.0,VENTURE,C,8863.0,12.21,0.19,N,26.0,0
41,68172.0,RENT,5.0,MEDICAL,D,6272.0,23.08,0.09,N,5.0,0
62,45049.0,OTHER,1.0,HOMEIMPROVEMENT,G,12903.0,6.84,0.29,N,4.0,0
37,66615.0,OTHER,0.0,VENTURE,C,32497.0,19.37,0.49,N,29.0,1
59,81358.0,RENT,,DEBTCONSOLIDATION,D,19498.0,20.79,0.24,N,13.0,0
60,35112.0,OWN,7.0,VENTURE,C,6957.0,19.62,0.2,N,10.0,0
58,101514.0,RENT,8.0,VENTURE,A,24924.0,20.9,0.25,N,4.0,0
39,26037.0,MORTGAGE,8.0,HOMEIMPROVEMENT,C,6103.0,10.87,0.23,N,4.0,0
32,18996.0,MORTGAGE,6.0,EDUCATION,A,16671.0,22.37,0.88,N,22.0,0
64,89860.0,OWN,,EDUCATION,F,15138.0,21.08,0.17,N,14.0,0
20,87009.0,OTHER,3.0,EDUCATION,D,34293.0,17.0,0.39,Y,17.0,0
23,33066.0,MORTGAGE,1.0,EDUCATION,G,5179.0,21.58,0.16,N,5.0,0
43,100963.0,RENT,6.0,DEBTCONSOLIDATION,A,10446.0,20.19,0.1,N,3.0,0
55,50865.0,MORTGAGE,5.0,EDUCATION,D,5434.0,19.99,0.11,Y,12.0,0
55,59707.0,RENT,6.0,DEBTCONSOLIDATION,B,19320.0,7.02,0.32,N,29.0,1
64,18067.0,RENT,0.0,DEBTCONSOLIDATION,B,26421.0,14.78,1.46,N,4.0,1
21,15341.0,RENT,3.0,HOMEIMPROVEMENT,D,21271.0,,1.39,N,18.0,0
47,31427.0,MORTGAGE,0.0,VENTURE,C,28202.0,,0.9,N,3.0,0
45,90694.0,OWN,6.0,DEBTCONSOLIDATION,A,777.0,16.44,0.01,N,11.0,0
42,71667.0,RENT,5.0,EDUCATION,G,23762.0,17.11,0.33,N,14.0,0
34,36440.0,MORTGAGE,9.0,PERSONAL,E,19240.0,11.33,0.53,N,22.0,1
55,91163.0,OTHER,7.0,VENTURE,G,20751.0,15.87,0.23,N,15.0,0
46,114333.0,OWN,1.0,DEBTCONSOLIDATION,C,5118.0,19.88,0.04,Y,26.0,0
25,71693.0,MORTGAGE,7.0,VENTURE,A,12977.0,18.06,0.18,N,16.0,0
54,98738.0,OWN,7.0,HOMEIMPROVEMENT,D,23059.0,10.65,0.23,N,22.0,0
58,89877.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,8467.0,23.19,0.09,N,26.0,0
57,77630.0,RENT,10.0,DEBTCONSOLIDATION,D,20420.0,20.97,0.26,N,23.0,1
54,29314.0,OTHER,10.0,VENTURE,G,1354.0,19.05,0.05,Y,14.0,0
55,53587.0,MORTGAGE,6.0,VENTURE,C,27114.0,22.93,0.51,N,15.0,0
29,100365.0,OWN,2.0,MEDICAL,C,17989.0,20.36,0.18,N,16.0,0
49,13520.0,OTHER,4.0,MEDICAL,A,34468.0,19.11,2.55,N,9.0,0
60,59210.0,OTHER,7.0,EDUCATION,F,23664.0,20.53,0.4,N,16.0,0
57,42136.0,OTHER,0.0,DEBTCONSOLIDATION,G,29861.0,7.23,0.71,N,18.0,0
48,62854.0,RENT,0.0,VENTURE,B,17454.0,15.72,0.28,Y,5.0,0
62,69065.0,RENT,9.0,HOMEIMPROVEMENT,G,17664.0,10.91,0.26,N,16.0,0
58,28991.0,MORTGAGE,7.0,HOMEIMPROVEMENT,D,34094.0,14.04,1.18,Y,3.0,1
23,15110.0,RENT,5.0,PERSONAL,G,9790.0,20.94,0.65,Y,17.0,0
24,56270.0,OTHER,2.0,HOMEIMPROVEMENT,G,28754.0,11.11,0.51,N,29.0,1
23,51224.0,OWN,10.0,HOMEIMPROVEMENT,F,18653.0,7.09,0.36,N,8.0,0
55,110011.0,OTHER,7.0,VENTURE,G,8901.0,6.47,0.08,N,23.0,1
64,70558.0,OTHER,7.0,MEDICAL,C,32476.0,11.01,0.46,N,16.0,0
35,94213.0,RENT,8.0,VENTURE,E,29971.0,9.92,0.32,N,27.0,0
44,119783.0,OWN,9.0,HOMEIMPROVEMENT,B,20986.0,5.69,0.18,N,2.0,0
33,45252.0,OTHER,9.0,PERSONAL,A,1741.0,11.51,0.04,N,18.0,1
30,61887.0,OWN,5.0,VENTURE,F,5794.0,15.79,0.09,N,19.0,0
48,42583.0,OWN,,VENTURE,F,1010.0,13.44,0.02,Y,10.0,0
53,86251.0,OTHER,6.0,PERSONAL,D,4199.0,,0.05,N,28.0,0
41,95375.0,RENT,10.0,MEDICAL,B,28205.0,8.24,0.3,N,27.0,0
33,43645.0,RENT,5.0,VENTURE,E,25889.0,12.21,0.59,N,21.0,0
43,53664.0,MORTGAGE,2.0,HOMEIMPROVEMENT,F,26851.0,19.92,0.5,N,21.0,0
58,84274.0,OTHER,8.0,MEDICAL,C,3307.0,14.91,0.04,Y,20.0,0
45,45230.0,OTHER,0.0,PERSONAL,B,2713.0,15.5,0.06,N,24.0,1
62,108095.0,OWN,4.0,VENTURE,F,34394.0,13.88,0.32,N,28.0,0
55,47261.0,OWN,5.0,VENTURE,F,6543.0,21.09,0.14,N,20.0,1
58,107432.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12329.0,19.2,0.11,N,25.0,0
35,114439.0,MORTGAGE,0.0,EDUCATION,C,23800.0,18.76,0.21,N,10.0,0
57,34365.0,OWN,7.0,PERSONAL,F,24427.0,22.74,0.71,N,18.0,0
51,94135.0,OWN,0.0,HOMEIMPROVEMENT,F,11555.0,5.79,0.12,Y,20.0,0
25,58817.0,MORTGAGE,2.0,MEDICAL,G,20763.0,15.6,0.35,N,23.0,0
53,71190.0,RENT,7.0,PERSONAL,C,13632.0,,0.19,N,19.0,0
27,32331.0,MORTGAGE,7.0,DEBTCONSOLIDATION,F,15486.0,23.1,0.48,N,6.0,1
49,107058.0,OWN,10.0,HOMEIMPROVEMENT,C,27124.0,10.24,0.25,N,10.0,0
46,34805.0,OTHER,10.0,PERSONAL,E,23360.0,7.52,0.67,N,25.0,1
26,39374.0,OWN,0.0,EDUCATION,C,8745.0,6.04,0.22,N,11.0,0
46,27811.0,RENT,10.0,HOMEIMPROVEMENT,D,26288.0,16.97,0.95,Y,4.0,1
44,114591.0,OWN,0.0,PERSONAL,G,5938.0,5.84,0.05,Y,22.0,0
60,28083.0,OWN,7.0,MEDICAL,E,6141.0,6.07,0.22,N,15.0,0
34,56610.0,MORTGAGE,1.0,HOMEIMPROVEMENT,G,7845.0,,0.14,N,28.0,0
44,22161.0,RENT,4.0,MEDICAL,E,26088.0,18.25,1.18,N,6.0,1
41,24403.0,MORTGAGE,7.0,EDUCATION,A,13728.0,16.89,0.56,N,14.0,0
37,82494.0,OTHER,4.0,DEBTCONSOLIDATION,C,16087.0,11.37,0.2,N,10.0,0
31,63424.0,OTHER,,HOMEIMPROVEMENT,B,8562.0,10.05,0.13,N,4.0,0
42,35805.0,RENT,6.0,VENTURE,E,3083.0,,0.09,N,26.0,0
64,104506.0,OTHER,5.0,VENTURE,A,11371.0,13.09,0.11,N,8.0,0
58,110127.0,OTHER,4.0,EDUCATION,B,15776.0,8.33,0.14,Y,15.0,0
44,20468.0,OWN,10.0,EDUCATION,G,32488.0,11.17,1.59,N,10.0,0
29,21135.0,MORTGAGE,2.0,MEDICAL,F,3478.0,11.54,0.16,N,16.0,0
49,67974.0,MORTGAGE,5.0,EDUCATION,B,31963.0,,0.47,N,28.0,0
29,100381.0,MORTGAGE,8.0,MEDICAL,E,25949.0,16.68,0.26,N,4.0,1
53,73135.0,RENT,6.0,PERSONAL,F,22953.0,14.41,0.31,Y,2.0,0
32,74699.0,OWN,9.0,MEDICAL,B,24229.0,8.06,0.32,N,28.0,1
48,30155.0,OWN,0.0,MEDICAL,F,11640.0,17.93,0.39,N,29.0,0
57,105027.0,RENT,4.0,PERSONAL,G,8165.0,,0.08,N,19.0,0
60,76036.0,MORTGAGE,6.0,MEDICAL,F,12147.0,15.36,0.16,N,16.0,1
64,31990.0,OWN,6.0,VENTURE,C,19454.0,12.71,0.61,N,8.0,0
28,83475.0,OWN,10.0,MEDICAL,C,27249.0,8.86,0.33,N,18.0,0
32,31991.0,MORTGAGE,6.0,EDUCATION,B,16265.0,18.38,0.51,N,27.0,1
56,56045.0,OTHER,5.0,MEDICAL,C,21151.0,11.96,0.38,N,9.0,0
33,89325.0,RENT,10.0,PERSONAL,C,17834.0,14.1,0.2,N,4.0,1
56,29134.0,OWN,1.0,EDUCATION,F,24930.0,17.88,0.86,N,4.0,1
28,60464.0,MORTGAGE,,HOMEIMPROVEMENT,G,32900.0,20.2,0.54,N,11.0,0
27,94073.0,OTHER,1.0,PERSONAL,F,4276.0,8.39,0.05,N,17.0,0
58,47504.0,MORTGAGE,9.0,PERSONAL,E,28627.0,12.43,0.6,N,17.0,0
59,10608.0,MORTGAGE,5.0,VENTURE,A,25219.0,6.82,2.38,N,25.0,1
22,54003.0,OTHER,10.0,HOMEIMPROVEMENT,B,20201.0,6.59,0.37,Y,5.0,0
59,89423.0,RENT,0.0,DEBTCONSOLIDATION,C,30464.0,,0.34,Y,13.0,0
52,28047.0,OWN,5.0,VENTURE,D,24241.0,15.99,0.86,N,22.0,0
51,13294.0,RENT,4.0,PERSONAL,A,27644.0,8.33,2.08,N,28.0,1
26,102541.0,RENT,0.0,PERSONAL,D,661.0,8.11,0.01,N,14.0,1
